CODCLIENTE;NOME;CIDADE;UF;DATA;NRODOCUMENTO;VENDEDOR;CODPRODUTO;PRODUTO;CODCOR;FAMILIA;GRUPO;MARCA;QTDE;PRECO;PRECOCUSTO;VALTOTAL;TIPO;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12334187;CHAMBINHO PETIT 320g MORANGO;;OURO;REFRIGERADO;NESTLE;64;6,6;4,91;422,4;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12334185;NESTLE IOG 170g GARRAFINHA MORANGO;;OURO;REFRIGERADO;NESTLE;96;2,39;1,65;229,44;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12342563;NESTLE IOG 170g NATURAL CEN/LAR/MEL;;PRATA;REFRIGERADO;NESTLE;112;2,48;1,84;277,76;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12354550;CHAMYTO GO IOGURTE 100g MORANGO;;PRATA;REFRIGERADO;NESTLE;96;2,62;1,77;251,52;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12354539;CHAMYTO GO IOGURTE 100g VITAMINA;;PRATA;REFRIGERADO;NESTLE;24;2,62;1,77;62,88;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12381132;CHAMYTO IOG 130g MGO/CER CHOCOLATE;;OURO;REFRIGERADO;NESTLE;48;3,62;2,19;173,76;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12381714;NESTON 850g MACA/BANANA;;OURO;REFRIGERADO;NESTLE;12;11,39;8,14;136,68;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12381967;NINHO IOG 850g MACA/BANANA;;OURO;REFRIGERADO;NESTLE;36;11,39;7,96;410,04;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12381968;NINHO IOG 540g POLPA 3 SABORES;;PRATA;REFRIGERADO;NESTLE;108;6,7;4,55;723,6;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12383027;NINHO IOG POUCH 100g MACA E BANANA;;PRATA;REFRIGERADO;NESTLE;24;2,62;1,81;62,88;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12531300;CHANDELLE 540g CHOCOLATE;;PRATA;REFRIGERADO;NESTLE;320;9,99;7,3;3196,8;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12551709;NESTLE IOG 340G NATURAL INTEGRAL;;PRATA;REFRIGERADO;NESTLE;60;4,92;3,58;295,2;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12559767;NESTLE GREGO 90g CALDA MORANGO NEOS;;OURO;REFRIGERADO;NESTLE;48;2,51;1,67;120,48;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12555518;CHAMYTO LEITE FERM TRAD 480G;;PRATA;REFRIGERADO;NESTLE;15;5,68;4,32;85,2;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12515949;NESTON 510g POLPA 3 CEREAIS;;PRATA;REFRIGERADO;NESTLE;24;6,01;4,47;144,24;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12515950;NESTLE GREGO 540g TRADICIONAL/MORANGO;;OURO;REFRIGERADO;NESTLE;30;10,55;7,62;316,5;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12516216;CHAMBINHO POUCH 100g MORANGO;;PRATA;REFRIGERADO;NESTLE;120;2,62;1,74;314,4;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12518476;NESTLE IOG 510G POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;48;5,6;4,09;268,8;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12572718;NESTLE IOG 150g BICAM FRUTAS VERMELHAS;;OURO;REFRIGERADO;NESTLE;28;3,01;2,17;84,28;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12578252;NESTLE IOG 320g NATURAL INT ZERO LACTOSE;;PRATA;REFRIGERADO;NESTLE;24;4,92;3,58;118,08;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12579698;CHAMBINHO IOG 510g POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;12;6,01;4,01;72,12;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12588904;GALBANI CREME DE RICOTA 200G;;PRATA;REFRIGERADO;GALBANI;12;5,99;5,38;71,88;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12585387;GALBANI CREME DE RICOTA 200G LIGHT;;PRATA;REFRIGERADO;GALBANI;12;5,99;5,38;71,88;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;125783480;NESTLE IOG 320g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;36;4,92;3,58;177,12;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;12334188;CHAMBINHO PETIT 320g MACA E BANANA;;OURO;REFRIGERADO;NESTLE;16;6,6;4,91;105,6;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;640109528;NESTLE IOG 1,15KG COCO;;OURO;REFRIGERADO;NESTLE;36;11,06;8,06;398,16;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;640110528;NESTLE IOG 1,15KG ZERO MORANGO;;OURO;REFRIGERADO;NESTLE;144;12,87;9,76;1853,28;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;640111528;NESTLE IOG 1,15KG ZERO BATIDO;;OURO;REFRIGERADO;NESTLE;96;12,87;9,76;1235,52;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;640113528;NESTLE IOG 1,15Kg VITAMINA FRUTAS;;PRATA;REFRIGERADO;NESTLE;48;11,06;8,06;530,88;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294799;VENDEDOR: VALDIR ZACARIAS;640115528;NESTLE IOG 1,15Kg MORANGO;;PRATA;REFRIGERADO;NESTLE;168;11,06;8,06;1858,08;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294800;VENDEDOR: VALDIR ZACARIAS;541440;ZINHO PAO BOLINHA TRAD CHURRASCO 300g;;OURO;REFRIGERADO;ZINHO;180;9,62;6,64;1731,6;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294800;VENDEDOR: VALDIR ZACARIAS;541441;ZINHO PAO BOLINHA CATUPIRY AIR FRYER 300;;OURO;REFRIGERADO;ZINHO;24;11;7,07;264;VENDA;
561;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294800;VENDEDOR: VALDIR ZACARIAS;541446;ZINHO PAO DE ALHO BAGUETE TRAD 300g;;OURO;REFRIGERADO;ZINHO;120;9,62;6,97;1154,4;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12183959;CHAMYTO BIG LEITE FERM 6X120G CONJUNTO;;PRATA;REFRIGERADO;NESTLE;21;8,57;6,27;179,97;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12343045;CHAMYTO LEITE FERM  450G PACK;;PRATA;REFRIGERADO;NESTLE;42;5,68;4,18;238,56;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12342555;NESTLE IOG 170g NATURAL INTEGRAL;;PRATA;REFRIGERADO;NESTLE;252;2,48;1,84;624,96;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12342556;NESTLE IOG 170g NATURAL COM MEL;;PRATA;REFRIGERADO;NESTLE;140;2,48;1,84;347,2;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12119803;NESTLE IOG 160g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;84;2,48;1,84;208,32;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12334187;CHAMBINHO PETIT 320g MORANGO;;OURO;REFRIGERADO;NESTLE;48;6,6;4,91;316,8;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12334185;NESTLE IOG 170g GARRAFINHA MORANGO;;OURO;REFRIGERADO;NESTLE;48;2,39;1,65;114,72;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12342563;NESTLE IOG 170g NATURAL CEN/LAR/MEL;;PRATA;REFRIGERADO;NESTLE;196;2,48;1,84;486,08;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12354550;CHAMYTO GO IOGURTE 100g MORANGO;;PRATA;REFRIGERADO;NESTLE;120;2,62;1,77;314,4;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12381132;CHAMYTO IOG 130g MGO/CER CHOCOLATE;;OURO;REFRIGERADO;NESTLE;48;3,62;2,19;173,76;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12381714;NESTON 850g MACA/BANANA;;OURO;REFRIGERADO;NESTLE;24;11,39;8,14;273,36;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12381967;NINHO IOG 850g MACA/BANANA;;OURO;REFRIGERADO;NESTLE;36;11,39;7,96;410,04;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12381968;NINHO IOG 540g POLPA 3 SABORES;;PRATA;REFRIGERADO;NESTLE;90;6,7;4,55;603;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12383027;NINHO IOG POUCH 100g MACA E BANANA;;PRATA;REFRIGERADO;NESTLE;72;2,62;1,81;188,64;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12440873;MOLICO 850g MORANGO ZERO LACTOSE;;DIAMANTE;REFRIGERADO;NESTLE;12;10,89;8;130,68;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12531300;CHANDELLE 540g CHOCOLATE;;PRATA;REFRIGERADO;NESTLE;144;9,99;7,3;1438,56;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12551709;NESTLE IOG 340G NATURAL INTEGRAL;;PRATA;REFRIGERADO;NESTLE;60;4,92;3,58;295,2;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12559767;NESTLE GREGO 90g CALDA MORANGO NEOS;;OURO;REFRIGERADO;NESTLE;48;2,51;1,67;120,48;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12555518;CHAMYTO LEITE FERM TRAD 480G;;PRATA;REFRIGERADO;NESTLE;5;5,68;4,32;28,4;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12515949;NESTON 510g POLPA 3 CEREAIS;;PRATA;REFRIGERADO;NESTLE;18;6,01;4,47;108,18;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12515950;NESTLE GREGO 540g TRADICIONAL/MORANGO;;OURO;REFRIGERADO;NESTLE;18;10,55;7,62;189,9;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12516216;CHAMBINHO POUCH 100g MORANGO;;PRATA;REFRIGERADO;NESTLE;72;2,62;1,74;188,64;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12518476;NESTLE IOG 510G POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;42;5,6;4,09;235,2;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12572718;NESTLE IOG 150g BICAM FRUTAS VERMELHAS;;OURO;REFRIGERADO;NESTLE;28;3,01;2,17;84,28;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12578252;NESTLE IOG 320g NATURAL INT ZERO LACTOSE;;PRATA;REFRIGERADO;NESTLE;36;4,92;3,58;177,12;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12579698;CHAMBINHO IOG 510g POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;12;6,01;4,01;72,12;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12585387;GALBANI CREME DE RICOTA 200G LIGHT;;PRATA;REFRIGERADO;GALBANI;72;5,99;5,38;431,28;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;125783480;NESTLE IOG 320g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;60;4,92;3,58;295,2;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;12334188;CHAMBINHO PETIT 320g MACA E BANANA;;OURO;REFRIGERADO;NESTLE;16;6,6;4,91;105,6;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;640109528;NESTLE IOG 1,15KG COCO;;OURO;REFRIGERADO;NESTLE;12;11,06;8,06;132,72;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;640110528;NESTLE IOG 1,15KG ZERO MORANGO;;OURO;REFRIGERADO;NESTLE;84;12,87;9,76;1081,08;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;640111528;NESTLE IOG 1,15KG ZERO BATIDO;;OURO;REFRIGERADO;NESTLE;36;12,87;9,76;463,32;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;640104531;NESTLE IOG 170G ZERO BATIDO;;OURO;REFRIGERADO;NESTLE;24;2,71;2,07;65,04;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;640113528;NESTLE IOG 1,15Kg VITAMINA FRUTAS;;PRATA;REFRIGERADO;NESTLE;36;11,06;8,06;398,16;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294801;VENDEDOR: VALDIR ZACARIAS;640115528;NESTLE IOG 1,15Kg MORANGO;;PRATA;REFRIGERADO;NESTLE;96;11,06;8,06;1061,76;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;03/08/2026;294802;VENDEDOR: VALDIR ZACARIAS;541441;ZINHO PAO BOLINHA CATUPIRY AIR FRYER 300;;OURO;REFRIGERADO;ZINHO;24;11;7,07;264;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12183959;CHAMYTO BIG LEITE FERM 6X120G CONJUNTO;;PRATA;REFRIGERADO;NESTLE;21;8,57;6,27;179,97;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12343045;CHAMYTO LEITE FERM  450G PACK;;PRATA;REFRIGERADO;NESTLE;21;5,68;4,18;119,28;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12342555;NESTLE IOG 170g NATURAL INTEGRAL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12342556;NESTLE IOG 170g NATURAL COM MEL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12119803;NESTLE IOG 160g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12334187;CHAMBINHO PETIT 320g MORANGO;;OURO;REFRIGERADO;NESTLE;16;6,6;4,91;105,6;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12342563;NESTLE IOG 170g NATURAL CEN/LAR/MEL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12381714;NESTON 850g MACA/BANANA;;OURO;REFRIGERADO;NESTLE;12;11,39;8,14;136,68;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12381967;NINHO IOG 850g MACA/BANANA;;OURO;REFRIGERADO;NESTLE;12;11,39;7,96;136,68;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12381968;NINHO IOG 540g POLPA 3 SABORES;;PRATA;REFRIGERADO;NESTLE;12;6,7;4,55;80,4;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12531300;CHANDELLE 540g CHOCOLATE;;PRATA;REFRIGERADO;NESTLE;8;9,99;7,3;79,92;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12555518;CHAMYTO LEITE FERM TRAD 480G;;PRATA;REFRIGERADO;NESTLE;5;5,68;4,32;28,4;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12515949;NESTON 510g POLPA 3 CEREAIS;;PRATA;REFRIGERADO;NESTLE;6;6,01;4,47;36,06;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12515950;NESTLE GREGO 540g TRADICIONAL/MORANGO;;OURO;REFRIGERADO;NESTLE;6;10,55;7,62;63,3;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;12518476;NESTLE IOG 510G POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;6;5,6;4,09;33,6;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;125783480;NESTLE IOG 320g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;12;4,92;3,58;59,04;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;640110528;NESTLE IOG 1,15KG ZERO MORANGO;;OURO;REFRIGERADO;NESTLE;12;12,87;9,76;154,44;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;640111528;NESTLE IOG 1,15KG ZERO BATIDO;;OURO;REFRIGERADO;NESTLE;12;12,87;9,76;154,44;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;640104531;NESTLE IOG 170G ZERO BATIDO;;OURO;REFRIGERADO;NESTLE;24;2,71;2,07;65,04;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;640113528;NESTLE IOG 1,15Kg VITAMINA FRUTAS;;PRATA;REFRIGERADO;NESTLE;12;11,06;8,06;132,72;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;640115528;NESTLE IOG 1,15Kg MORANGO;;PRATA;REFRIGERADO;NESTLE;12;11,06;8,06;132,72;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294803;VENDEDOR: VALDIR ZACARIAS;640102531;NESTLE IOG 170G ZERO MORANGO;;OURO;REFRIGERADO;NESTLE;24;2,71;2,07;65,04;VENDA;
628;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Itapema;SC;03/08/2026;294804;VENDEDOR: VALDIR ZACARIAS;691301;PURI AGUA DE COCO 1LT INTEGRAL;;OURO;REFRIGERADO;PURI;42;14,06;10,04;590,52;VENDA;
627;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Bombinhas;SC;03/08/2026;294805;VENDEDOR: VALDIR ZACARIAS;12183959;CHAMYTO BIG LEITE FERM 6X120G CONJUNTO;;PRATA;REFRIGERADO;NESTLE;21;8,57;6,27;179,97;VENDA;
627;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Bombinhas;SC;03/08/2026;294805;VENDEDOR: VALDIR ZACARIAS;12343045;CHAMYTO LEITE FERM  450G PACK;;PRATA;REFRIGERADO;NESTLE;21;5,68;4,18;119,28;VENDA;
627;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Bombinhas;SC;03/08/2026;294805;VENDEDOR: VALDIR ZACARIAS;12342555;NESTLE IOG 170g NATURAL INTEGRAL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
627;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Bombinhas;SC;03/08/2026;294805;VENDEDOR: VALDIR ZACARIAS;12342556;NESTLE IOG 170g NATURAL COM MEL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
627;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Bombinhas;SC;03/08/2026;294805;VENDEDOR: VALDIR ZACARIAS;12119803;NESTLE IOG 160g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
627;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Bombinhas;SC;03/08/2026;294805;VENDEDOR: VALDIR ZACARIAS;12334187;CHAMBINHO PETIT 320g MORANGO;;OURO;REFRIGERADO;NESTLE;16;6,6;4,91;105,6;VENDA;
627;SUPERMERCADOS IRMAOS UNIDOS LTDA -;Bombinhas;SC;03/08/2026;294805;VENDEDOR: VALDIR ZACARIAS;12342563;NESTLE IOG 170g NATURAL CEN/LAR/MEL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
